user_id,card_number,expiry_date,cvv,same_billing_shipping,ip_risk_score,label,browser_Chrome,browser_Edge,browser_Firefox,browser_Safari,device_type_Desktop,device_type_Mobile,device_type_Tablet,time_of_day_Afternoon,time_of_day_Evening,time_of_day_Morning,time_of_day_Night
U0295,4827448570862098,06/31,351,1,0.84,1,1,0,0,0,0,0,1,1,0,0,0
U0296,4387829456511812,01/26,203,0,0.89,1,0,0,0,1,1,0,0,1,0,0,0
U0297,2531096789940535,07/26,371,1,0.2,0,0,1,0,0,1,0,0,0,0,1,0
U0298,30058650948013,06/30,381,1,0.26,0,0,0,0,1,0,0,1,0,0,1,0
U0299,2248633839288616,02/35,7612,1,0.84,1,0,1,0,0,1,0,0,0,1,0,0
U0300,4852897558556650,05/29,836,0,0.93,1,1,0,0,0,1,0,0,1,0,0,0
U0301,180057760049082,08/27,043,0,0.13,0,0,0,1,0,0,1,0,1,0,0,0
U0302,4048889921073,05/31,245,1,0.29,0,0,1,0,0,0,1,0,0,0,1,0
U0303,3534419693157274,02/35,940,1,0.08,0,1,0,0,0,1,0,0,0,1,0,0
U0304,3510556613906047,03/34,589,1,0.25,0,1,0,0,0,1,0,0,0,0,1,0
U0305,4832067998136464,10/27,517,0,0.03,0,0,1,0,0,0,1,0,0,0,0,1
U0306,3586416862278375,01/32,938,0,0.2,0,0,0,1,0,1,0,0,1,0,0,0
U0307,3531465911665534,10/30,9042,1,0.96,1,0,1,0,0,1,0,0,0,0,0,1
U0308,379270335211035,10/27,051,0,0.24,0,0,1,0,0,1,0,0,1,0,0,0
U0309,4705383388487920692,04/34,420,0,0.25,0,0,1,0,0,1,0,0,0,1,0,0
U0310,4940701645104636813,08/30,981,1,0.11,0,1,0,0,0,0,0,1,0,0,1,0
U0311,4878003845762058,04/31,4384,0,0.71,1,1,0,0,0,1,0,0,0,0,0,1
U0312,676346084327,02/31,216,0,0.03,0,0,0,1,0,1,0,0,1,0,0,0
U0313,213163926495788,07/27,298,1,0.72,1,0,0,0,1,0,0,1,0,0,0,1
U0314,4248262925188120,09/30,056,1,0.71,1,0,0,0,1,1,0,0,0,0,1,0
U0315,6574231220994994,03/29,330,0,0.97,1,0,0,1,0,0,1,0,0,0,0,1
U0316,347289752677220,08/28,060,0,0.71,1,0,1,0,0,0,0,1,0,0,1,0
U0317,4333127975736609654,01/32,998,1,0.12,0,0,0,0,1,1,0,0,1,0,0,0
U0318,213181770388602,10/34,803,1,0.81,1,0,0,0,1,1,0,0,0,1,0,0
U0319,4644726490827718120,04/35,826,0,1.0,1,0,0,1,0,0,1,0,0,0,0,1
U0320,6570279371452118,03/27,751,1,0.27,0,0,0,1,0,0,1,0,0,0,1,0
U0321,180089268602591,11/27,220,0,0.71,1,0,1,0,0,1,0,0,0,0,1,0
U0322,6547421230940772,10/33,097,0,0.94,1,0,0,0,1,0,0,1,0,0,1,0
U0323,4977671990385,01/30,830,0,0.99,1,1,0,0,0,1,0,0,0,1,0,0
U0324,4050209945101622,01/28,499,1,0.16,0,1,0,0,0,1,0,0,0,0,0,1
U0325,3579501455616815,04/30,214,1,0.28,0,0,1,0,0,1,0,0,0,1,0,0
U0326,378339019817945,07/32,548,1,0.94,1,0,0,1,0,0,0,1,1,0,0,0
U0327,3529978772934306,04/27,713,1,0.28,0,0,1,0,0,0,0,1,0,1,0,0
U0328,3560558303441441,12/33,501,1,0.16,0,0,1,0,0,0,1,0,1,0,0,0
U0329,4569902355770274,12/27,785,0,0.72,1,0,1,0,0,1,0,0,0,0,0,1
U0330,36084958803951,04/31,240,0,0.8,1,0,1,0,0,1,0,0,0,0,1,0
U0331,378299629145048,05/32,735,0,0.98,1,0,0,1,0,1,0,0,1,0,0,0
U0332,30438421503174,11/33,782,0,0.18,0,0,1,0,0,1,0,0,0,0,1,0
U0333,4784521823075,11/31,810,0,0.11,0,0,0,0,1,0,0,1,1,0,0,0
U0334,4915701840943533444,05/34,7142,1,0.79,1,0,1,0,0,1,0,0,0,0,0,1
U0335,4109881385854240,01/35,214,1,0.19,0,0,1,0,0,0,0,1,0,0,1,0
U0336,3587020701601661,05/28,997,0,0.2,0,0,1,0,0,0,1,0,0,0,1,0
U0337,3545381792171746,03/33,332,1,0.04,0,1,0,0,0,0,0,1,0,0,0,1
U0338,3556255770171579,02/33,459,0,0.75,1,0,0,1,0,0,0,1,0,1,0,0
U0339,3581615814876963,05/29,382,0,0.28,0,0,1,0,0,0,1,0,1,0,0,0
U0340,36153966958329,08/26,971,0,0.1,0,0,0,1,0,1,0,0,1,0,0,0
U0341,3558172461919653,09/33,013,1,0.83,1,0,0,1,0,1,0,0,0,1,0,0
U0342,4227846997335497,06/30,519,0,0.11,0,1,0,0,0,0,0,1,1,0,0,0
U0343,676286240582,03/26,851,0,0.82,1,0,0,0,1,1,0,0,0,0,0,1
U0344,4369656666832723860,06/31,242,1,0.96,1,0,0,1,0,0,0,1,0,0,0,1
U0345,4102762126796923,01/33,687,0,0.95,1,0,1,0,0,1,0,0,0,0,0,1
U0346,6532690973846894,07/31,097,0,0.94,1,1,0,0,0,0,1,0,1,0,0,0
U0347,3519712847818919,06/29,189,1,0.78,1,1,0,0,0,1,0,0,0,0,1,0
U0348,4580778795654420944,11/34,079,0,0.97,1,0,1,0,0,0,0,1,1,0,0,0
U0349,4490471281442949,12/29,019,0,0.1,0,0,0,0,1,0,0,1,1,0,0,0
U0350,4752437280512928,09/33,637,1,0.28,0,0,1,0,0,0,0,1,0,0,0,1
U0351,3539504102767477,05/34,667,0,0.02,0,0,0,1,0,1,0,0,0,1,0,0
U0352,4860476580185694543,11/29,496,1,0.91,1,0,0,1,0,0,0,1,0,0,1,0
U0353,30393852580011,07/25,181,1,0.77,1,1,0,0,0,0,1,0,0,0,0,1
U0354,4534430091093910,05/27,926,0,0.72,1,1,0,0,0,0,1,0,1,0,0,0
U0355,4124471746542147,05/26,650,1,0.95,1,0,0,0,1,1,0,0,1,0,0,0
U0356,4271739627128639177,09/29,011,0,0.76,1,0,0,1,0,1,0,0,0,0,0,1
U0357,3570720064256909,01/34,776,0,0.09,0,0,0,0,1,0,1,0,0,0,0,1
U0358,6011830671985541,02/32,158,1,0.03,0,0,0,0,1,1,0,0,0,0,1,0
U0359,347432806346158,07/33,732,1,0.11,0,0,0,0,1,1,0,0,0,0,1,0
U0360,560937618471,05/34,005,1,0.84,1,0,1,0,0,0,1,0,1,0,0,0
U0361,580613878298,04/29,027,0,0.23,0,1,0,0,0,1,0,0,0,0,1,0
U0362,4790320204179293,05/26,179,1,0.29,0,0,1,0,0,0,0,1,1,0,0,0
U0363,3513656519825304,04/28,1142,1,0.25,0,0,0,0,1,0,0,1,0,0,0,1
U0364,6011582739021963,12/27,710,0,0.84,1,1,0,0,0,0,1,0,1,0,0,0
U0365,503819467237,09/27,487,0,0.04,0,0,0,0,1,1,0,0,0,1,0,0
U0366,6011290927914565,05/25,331,0,0.94,1,0,1,0,0,1,0,0,0,0,0,1
U0367,213195883734031,03/27,772,0,1.0,1,0,0,0,1,1,0,0,0,1,0,0
U0368,4054364597010823,12/27,781,1,0.1,0,1,0,0,0,1,0,0,0,0,0,1
U0369,2247995635315310,05/29,636,1,0.17,0,0,0,1,0,0,0,1,0,0,0,1
U0370,4797062397267,08/31,735,0,0.24,0,0,0,0,1,1,0,0,0,0,0,1
U0371,4520904217762534923,03/28,831,0,0.04,0,1,0,0,0,1,0,0,1,0,0,0
U0372,6539774063356932,11/27,060,1,0.26,0,0,0,1,0,0,1,0,0,0,1,0
U0373,675980686710,12/32,318,1,0.9,1,0,0,0,1,1,0,0,0,1,0,0
U0374,060463254312,07/25,427,1,0.82,1,0,0,0,1,1,0,0,0,0,0,1
U0375,3577262570165806,05/30,498,1,0.21,0,1,0,0,0,0,0,1,0,0,0,1
U0376,3519508501657902,07/31,2818,1,0.27,0,1,0,0,0,0,1,0,0,0,1,0
U0377,3525381793355482,06/32,015,1,0.78,1,0,0,0,1,0,0,1,1,0,0,0
U0378,377881788479515,07/28,116,0,0.74,1,0,0,0,1,0,1,0,0,0,1,0
U0379,4112412723804682,07/27,567,1,0.18,0,1,0,0,0,1,0,0,0,0,0,1
U0380,3543103856955794,04/34,774,0,0.97,1,0,0,0,1,0,0,1,0,0,0,1
U0381,3542437540254722,01/28,842,1,0.25,0,0,1,0,0,1,0,0,0,0,1,0
U0382,4231059274523801,09/30,2578,1,0.04,0,1,0,0,0,1,0,0,0,1,0,0
U0383,4106727520885479,03/30,297,0,0.95,1,0,1,0,0,1,0,0,0,0,0,1
U0384,347028140693758,11/26,0939,0,0.28,0,0,1,0,0,0,1,0,0,0,1,0
U0385,213143018718636,08/33,9980,1,0.15,0,1,0,0,0,0,0,1,1,0,0,0
U0386,4626565045547815,12/28,767,0,0.11,0,0,0,0,1,1,0,0,0,0,0,1
U0387,4662991234785196105,04/32,462,1,0.1,0,0,0,1,0,0,0,1,1,0,0,0
U0388,180092326487047,04/35,787,1,0.71,1,1,0,0,0,1,0,0,0,1,0,0
U0389,4024471462735,10/25,471,0,0.19,0,0,1,0,0,0,1,0,0,0,0,1
U0390,3597964715890422,03/35,257,0,0.26,0,1,0,0,0,0,1,0,0,1,0,0
U0391,3552045650448187,08/28,219,0,0.18,0,1,0,0,0,1,0,0,0,0,1,0
U0392,4544518952028450,07/33,521,1,0.21,0,0,0,1,0,0,1,0,0,0,0,1
U0393,4833898881677,08/26,207,1,0.14,0,0,1,0,0,0,1,0,0,0,1,0
U0394,375279852401329,09/27,342,1,0.88,1,1,0,0,0,0,0,1,0,0,1,0
U0395,4161107603108,01/34,071,1,0.79,1,1,0,0,0,0,1,0,1,0,0,0
U0396,4140119393250124952,04/31,893,1,1.0,1,0,0,1,0,0,1,0,0,0,1,0
U0397,213119083342809,12/26,875,1,0.06,0,0,1,0,0,1,0,0,0,0,0,1
U0398,3571256638361510,03/33,827,1,0.9,1,1,0,0,0,0,0,1,0,0,0,1
U0399,378015716479474,02/29,646,1,0.78,1,0,0,0,1,0,1,0,0,0,0,1
U0400,4752071678116,09/27,691,0,0.17,0,0,1,0,0,0,1,0,0,1,0,0
U0401,3515353961367492,12/29,657,1,0.97,1,0,0,1,0,0,0,1,0,0,1,0
U0402,4784271147732011,03/26,702,0,0.95,1,0,1,0,0,0,1,0,1,0,0,0
U0403,6524991187734771,11/33,858,1,0.04,0,0,0,1,0,0,0,1,0,1,0,0
U0404,213106167567708,11/25,842,1,0.9,1,0,1,0,0,0,1,0,0,1,0,0
U0405,36246719788975,05/33,280,1,0.13,0,0,0,1,0,0,1,0,0,0,1,0
U0406,6579695450090258,03/31,905,1,0.14,0,1,0,0,0,0,1,0,1,0,0,0
U0407,6011655650333490,09/26,141,0,0.14,0,0,1,0,0,0,0,1,1,0,0,0
U0408,340850769864072,09/25,6965,1,0.86,1,0,0,0,1,1,0,0,0,1,0,0
U0409,3571357852945630,10/33,183,0,0.3,0,0,0,1,0,0,1,0,0,0,0,1
U0410,4049639191954198767,11/28,1484,0,0.79,1,0,1,0,0,1,0,0,0,0,0,1
U0411,6536649878208291,10/33,748,1,0.19,0,0,1,0,0,0,1,0,1,0,0,0
U0412,3590835723246657,05/26,364,0,0.14,0,0,1,0,0,1,0,0,0,1,0,0
U0413,4493631230347786603,09/28,420,1,0.24,0,1,0,0,0,1,0,0,0,0,0,1
U0414,4820700159416516239,03/27,818,1,0.82,1,0,0,0,1,0,1,0,1,0,0,0
U0415,4713915596363217,04/28,476,0,0.86,1,0,0,1,0,1,0,0,0,0,1,0
U0416,4785158673425754096,11/25,034,0,0.71,1,1,0,0,0,0,0,1,0,1,0,0
U0417,180045183760641,06/30,343,0,0.21,0,0,0,1,0,0,1,0,0,1,0,0
U0418,4560417765612486,06/26,6985,0,0.82,1,0,0,1,0,1,0,0,1,0,0,0
U0419,30002720634591,09/26,238,0,0.09,0,0,0,1,0,0,1,0,0,0,1,0
U0420,3596577242954312,05/32,2669,1,0.97,1,0,1,0,0,0,1,0,0,0,0,1
U0421,4089317342060,08/32,421,1,0.23,0,0,1,0,0,0,1,0,1,0,0,0
U0422,349108677133341,03/30,762,0,0.77,1,0,1,0,0,1,0,0,1,0,0,0
U0423,6011934362620449,04/29,735,0,0.74,1,1,0,0,0,0,1,0,0,0,1,0
U0424,3510725636694118,10/34,053,0,0.18,0,1,0,0,0,0,0,1,1,0,0,0
U0425,30599004896465,08/31,809,0,0.71,1,1,0,0,0,0,1,0,0,0,0,1
U0426,4287572158624159,01/26,745,1,0.04,0,0,0,1,0,0,1,0,0,1,0,0
U0427,6549485625728702,07/28,032,0,0.21,0,1,0,0,0,0,1,0,0,0,0,1
U0428,675942761700,10/32,8777,0,0.2,0,0,0,1,0,0,0,1,0,1,0,0
U0429,5515134228499392,05/25,926,1,0.95,1,1,0,0,0,0,0,1,1,0,0,0
U0430,2247150416591529,10/25,777,1,0.73,1,1,0,0,0,0,1,0,0,1,0,0
U0431,4905097592304509,07/26,961,0,0.93,1,0,1,0,0,0,1,0,0,0,0,1
U0432,6523610326642148,08/33,492,1,0.75,1,0,0,0,1,1,0,0,0,0,0,1
U0433,345837767499618,06/32,9266,1,0.77,1,1,0,0,0,0,0,1,1,0,0,0
U0434,5285732788147612,06/33,224,0,0.25,0,0,0,0,1,1,0,0,1,0,0,0
U0435,4490810818665,11/26,945,0,0.92,1,1,0,0,0,0,1,0,0,1,0,0
U0436,4801722601645977942,02/31,321,1,0.3,0,0,0,1,0,0,1,0,0,0,0,1
U0437,3516800610277695,07/33,995,0,0.03,0,0,1,0,0,1,0,0,0,0,1,0
U0438,3541220310303726,05/29,831,1,0.94,1,0,0,1,0,0,1,0,1,0,0,0
U0439,4276012277707933497,12/31,501,0,0.26,0,1,0,0,0,1,0,0,0,1,0,0
U0440,4679984076789970,03/29,080,0,0.8,1,0,0,0,1,0,0,1,0,0,1,0
U0441,6581467179576025,03/30,375,0,0.81,1,0,0,1,0,1,0,0,1,0,0,0
U0442,30383959724661,06/31,293,1,0.82,1,0,0,0,1,0,1,0,0,0,0,1
U0443,4722329716743380057,09/29,2280,1,0.24,0,0,1,0,0,1,0,0,0,1,0,0
U0444,2276193183745500,10/34,289,0,0.99,1,0,1,0,0,1,0,0,0,0,0,1
U0445,4077119918081215,10/28,2478,1,0.94,1,0,0,0,1,1,0,0,0,0,0,1
U0446,30125521376037,05/33,4821,1,0.88,1,0,1,0,0,0,1,0,0,0,0,1
U0447,4653286326667850727,06/25,811,0,0.97,1,0,0,0,1,1,0,0,1,0,0,0
U0448,376260602908465,02/32,845,1,0.9,1,1,0,0,0,0,0,1,0,1,0,0
U0449,344892673899758,03/32,410,1,0.16,0,1,0,0,0,0,1,0,0,1,0,0
U0450,180062884318843,03/34,2008,1,0.8,1,0,0,0,1,1,0,0,1,0,0,0
U0451,3534681054851015,12/32,907,0,0.19,0,0,1,0,0,0,0,1,0,0,0,1
U0452,349989354492682,07/29,589,1,0.96,1,1,0,0,0,0,1,0,0,0,1,0
U0453,4712661106274,12/28,158,0,0.8,1,0,0,1,0,1,0,0,0,1,0,0
U0454,6549767762282779,07/27,881,1,0.82,1,0,1,0,0,1,0,0,0,0,0,1
U0455,3577028519611592,03/30,821,1,0.24,0,0,0,0,1,1,0,0,0,0,0,1
U0456,375447022960447,12/28,701,1,0.09,0,0,0,0,1,0,0,1,1,0,0,0
U0457,180010679497561,05/33,922,0,0.82,1,1,0,0,0,0,0,1,1,0,0,0
U0458,180077251996633,01/32,8074,0,0.94,1,0,0,1,0,0,0,1,0,1,0,0
U0459,4209481813989095,03/34,780,1,0.99,1,0,0,1,0,1,0,0,0,1,0,0
U0460,2702043397189561,01/26,056,1,0.1,0,0,0,0,1,0,0,1,0,0,1,0
U0461,4085641118242248,10/26,462,1,0.73,1,0,1,0,0,1,0,0,0,0,1,0
U0462,676252004616,09/30,654,1,0.25,0,0,0,1,0,0,0,1,0,0,1,0
U0463,6011033993788616,11/29,578,0,0.71,1,0,1,0,0,0,1,0,0,1,0,0
U0464,6011706304891381,06/27,967,1,0.03,0,0,1,0,0,1,0,0,1,0,0,0
U0465,2632582386870074,03/30,200,1,0.06,0,0,1,0,0,0,0,1,0,0,1,0
U0466,30494653984020,05/34,141,0,0.93,1,1,0,0,0,0,0,1,1,0,0,0
U0467,6011284639855471,12/29,553,1,0.14,0,0,1,0,0,0,1,0,1,0,0,0
U0468,30502097002686,08/33,811,0,0.87,1,0,0,0,1,0,0,1,0,0,0,1
U0469,213171569562012,03/33,3703,0,0.91,1,0,1,0,0,0,0,1,0,1,0,0
U0470,3545319433750478,11/28,361,0,0.12,0,0,0,1,0,0,0,1,0,0,0,1
U0471,4283999219212493842,07/28,089,1,0.29,0,0,1,0,0,0,1,0,0,0,0,1
U0472,4060566418775803042,06/32,750,1,0.99,1,0,0,0,1,1,0,0,0,1,0,0
U0473,6011519036133257,08/30,107,1,0.88,1,0,0,1,0,0,0,1,0,0,1,0
U0474,6011954317350587,04/29,997,0,0.06,0,0,0,1,0,0,0,1,0,0,1,0
U0475,2491100651207045,08/32,108,0,0.99,1,0,1,0,0,0,0,1,0,0,1,0
U0476,576619639908,01/33,769,0,0.23,0,0,0,0,1,0,0,1,0,0,0,1
U0477,3550785931109197,08/28,284,1,0.96,1,0,0,0,1,1,0,0,1,0,0,0
U0478,377972320024966,01/34,549,0,0.11,0,1,0,0,0,0,0,1,1,0,0,0
U0479,213127495450896,10/27,388,0,0.78,1,0,1,0,0,0,1,0,0,0,1,0
U0480,630453331534,05/33,795,0,0.95,1,0,0,1,0,1,0,0,1,0,0,0
U0481,3594652170730331,03/33,337,1,0.94,1,1,0,0,0,0,0,1,0,1,0,0
U0482,3563620501508129,03/30,395,1,0.07,0,0,0,1,0,0,0,1,1,0,0,0
U0483,501833423426,01/31,323,1,0.82,1,0,0,1,0,0,0,1,1,0,0,0
U0484,503841026159,11/28,735,0,0.92,1,0,1,0,0,0,0,1,0,0,0,1
U0485,348961122338654,09/30,630,0,0.27,0,0,0,1,0,0,0,1,0,1,0,0
U0486,3584253042897317,04/33,912,0,0.09,0,0,1,0,0,0,0,1,1,0,0,0
U0487,180085787255879,09/33,496,0,0.29,0,1,0,0,0,0,1,0,1,0,0,0
U0488,4333736346692543,08/34,214,1,0.08,0,0,0,1,0,1,0,0,0,1,0,0
U0489,30539078956779,08/32,575,1,0.7,1,0,0,0,1,0,0,1,0,1,0,0
U0490,4027341514888143119,07/26,0835,0,0.05,0,0,0,1,0,0,0,1,1,0,0,0
U0491,4444392840449,03/31,690,1,0.85,1,0,0,1,0,1,0,0,0,0,1,0
U0492,30263337389876,02/33,1536,0,0.29,0,1,0,0,0,0,0,1,0,1,0,0
U0493,3537780529240759,01/31,666,1,0.86,1,0,0,0,1,1,0,0,0,0,1,0
U0494,3559090225999960,10/31,618,0,0.27,0,0,0,1,0,0,1,0,0,0,1,0
U0495,6011715974121821,11/25,970,1,0.77,1,0,0,0,1,0,0,1,1,0,0,0
U0496,4164334817058024,11/30,621,0,0.2,0,0,0,0,1,1,0,0,0,1,0,0
U0497,4716323467299494,10/28,743,0,0.9,1,0,0,1,0,0,1,0,1,0,0,0
U0498,503871693852,12/34,779,1,0.78,1,0,0,1,0,1,0,0,0,0,1,0
U0499,060414754691,04/28,329,1,0.85,1,0,0,1,0,0,0,1,0,1,0,0
U0500,3576291603248413,12/28,681,1,0.15,0,1,0,0,0,1,0,0,1,0,0,0
U0501,341856724380707,07/26,765,0,0.06,0,0,1,0,0,0,0,1,0,0,0,1
U0502,3536004125777119,08/34,372,0,0.76,1,0,0,0,1,0,0,1,1,0,0,0
U0503,30422091241869,03/28,042,0,0.71,1,0,0,1,0,1,0,0,1,0,0,0
U0504,30523083708169,07/30,090,0,0.72,1,0,0,1,0,0,0,1,1,0,0,0
U0505,639063353317,07/25,005,0,0.97,1,0,0,0,1,0,1,0,0,0,0,1
U0506,4312206815586,07/28,386,1,0.13,0,1,0,0,0,0,1,0,1,0,0,0
U0507,6011331552065065,12/28,314,0,0.89,1,1,0,0,0,0,0,1,1,0,0,0
U0508,4013649718924195,10/30,625,0,0.11,0,1,0,0,0,0,1,0,0,0,1,0
U0509,4715099768389033,08/25,143,0,0.78,1,0,0,0,1,0,1,0,0,0,0,1
U0510,3539102574326300,05/29,975,0,0.14,0,0,1,0,0,1,0,0,0,0,0,1
U0511,4508640355338031,01/29,685,1,0.29,0,0,1,0,0,0,1,0,0,0,1,0
U0512,4017130232129831,04/29,167,0,0.17,0,0,1,0,0,1,0,0,1,0,0,0
U0513,4336293449734715666,02/28,768,0,0.17,0,0,0,0,1,0,0,1,1,0,0,0
U0514,3527066149828245,10/31,474,1,0.06,0,0,0,1,0,1,0,0,0,0,0,1
U0515,6515273230085761,05/32,567,0,0.05,0,0,1,0,0,0,0,1,0,0,1,0
U0516,4601692364587506639,06/29,050,0,0.03,0,1,0,0,0,0,0,1,0,0,0,1
U0517,3549724399201166,01/32,918,0,0.09,0,1,0,0,0,0,1,0,1,0,0,0
U0518,4264488694611,02/27,952,0,0.92,1,0,0,0,1,0,1,0,0,0,1,0
U0519,4640270116864622523,08/27,728,0,0.9,1,0,1,0,0,1,0,0,0,0,1,0
U0520,2493230234679127,08/26,161,0,0.97,1,0,0,1,0,0,1,0,0,0,0,1
U0521,4509377100409013801,09/31,847,1,0.88,1,0,0,1,0,0,0,1,0,1,0,0
U0522,30596555535666,04/26,5107,1,0.24,0,0,0,0,1,1,0,0,1,0,0,0
U0523,3520918435797863,06/28,505,1,0.77,1,0,1,0,0,0,0,1,0,0,0,1
U0524,639057397692,09/26,6716,1,0.25,0,0,1,0,0,0,0,1,0,0,1,0
U0525,4289802714872717831,06/29,211,1,0.14,0,0,0,1,0,0,1,0,0,0,0,1
U0526,6011256434712875,11/26,539,0,0.75,1,1,0,0,0,0,1,0,0,1,0,0
U0527,3556686334141114,02/31,931,0,0.08,0,1,0,0,0,0,0,1,1,0,0,0
U0528,3525690409836655,07/31,289,0,0.25,0,1,0,0,0,0,0,1,0,0,0,1
U0529,3516087524377296,02/30,095,0,0.97,1,0,0,1,0,0,0,1,0,0,0,1
U0530,4497374605233027646,01/28,865,0,0.11,0,0,1,0,0,0,0,1,0,0,1,0
U0531,6556618443861251,03/35,472,0,0.84,1,1,0,0,0,0,1,0,0,0,1,0
U0532,3577423330591265,07/32,201,0,0.9,1,0,1,0,0,0,0,1,0,1,0,0
U0533,372018596263014,05/29,749,1,0.75,1,0,1,0,0,0,0,1,0,0,0,1
U0534,4176475011117839,09/25,997,1,0.01,0,0,0,0,1,1,0,0,1,0,0,0
U0535,4926764921518260687,06/34,718,1,0.11,0,1,0,0,0,0,0,1,0,1,0,0
U0536,3531292087510298,10/28,218,1,0.82,1,0,0,0,1,1,0,0,1,0,0,0
U0537,4118458260340848723,02/35,585,1,0.73,1,0,0,1,0,0,0,1,0,0,1,0
U0538,3510303243298390,05/31,296,0,0.81,1,0,0,0,1,0,1,0,1,0,0,0
U0539,2704462671462833,07/26,435,1,0.11,0,0,1,0,0,0,0,1,0,0,0,1
U0540,3562566093141814,08/34,151,1,0.25,0,0,0,1,0,0,1,0,0,0,0,1
U0541,374234016361126,04/34,497,0,0.15,0,0,1,0,0,0,1,0,0,1,0,0
U0542,2659484910256250,05/34,967,0,0.02,0,0,0,1,0,1,0,0,0,1,0,0
U0543,3540822269405393,05/32,727,0,0.05,0,1,0,0,0,0,0,1,0,1,0,0
U0544,378446834146515,08/26,312,1,0.94,1,1,0,0,0,0,1,0,0,0,0,1
U0545,3514870682778815,03/32,930,1,0.76,1,0,1,0,0,0,0,1,0,0,0,1
U0546,3585389097283216,07/31,850,0,0.07,0,0,1,0,0,0,0,1,0,1,0,0
U0547,6562515381447444,12/28,963,0,0.89,1,1,0,0,0,0,0,1,0,1,0,0
U0548,4797050975451052657,06/25,673,0,0.05,0,0,1,0,0,0,0,1,0,0,0,1
U0549,2682617024376545,07/31,284,0,0.96,1,0,0,1,0,1,0,0,0,1,0,0
U0550,2472256053134022,01/32,502,1,0.88,1,0,0,0,1,0,1,0,0,1,0,0
U0551,4741678725686215,02/27,225,0,0.25,0,0,1,0,0,0,0,1,0,1,0,0
U0552,213130569067448,07/33,639,1,0.05,0,0,0,1,0,0,1,0,1,0,0,0
U0553,4341436371892395,10/27,126,0,0.81,1,0,1,0,0,1,0,0,1,0,0,0
U0554,573260931064,03/32,433,0,0.16,0,0,0,0,1,1,0,0,1,0,0,0
U0555,377086041454566,07/29,0200,0,0.14,0,1,0,0,0,0,0,1,1,0,0,0
U0556,676353474916,08/32,475,0,0.84,1,0,1,0,0,0,0,1,1,0,0,0
U0557,371108255598957,05/29,439,1,0.16,0,0,0,1,0,1,0,0,0,0,0,1
U0558,6011129109337114,08/34,547,0,0.98,1,0,0,0,1,0,1,0,0,0,1,0
U0559,4023684855719,09/32,768,0,0.13,0,0,0,1,0,0,1,0,0,1,0,0
U0560,213129424090363,09/33,881,0,0.78,1,0,0,0,1,0,1,0,0,1,0,0
U0561,4868669432029390,06/25,788,0,0.21,0,1,0,0,0,0,0,1,1,0,0,0
U0562,4344812308340242406,07/29,810,0,0.11,0,0,1,0,0,0,0,1,0,0,1,0
U0563,4955184269450051,01/29,424,1,0.81,1,0,1,0,0,0,1,0,0,0,1,0
U0564,676191649836,10/32,543,1,0.96,1,0,0,0,1,0,0,1,0,0,1,0
U0565,3527365271727229,07/28,724,1,1.0,1,0,0,0,1,1,0,0,0,0,0,1
U0566,572269312169,06/29,618,1,0.05,0,0,0,0,1,0,1,0,0,0,1,0
U0567,4916601002314292,07/25,185,1,0.93,1,0,0,0,1,0,0,1,0,1,0,0
U0568,3532797245723087,11/29,810,0,0.22,0,0,0,0,1,0,0,1,0,1,0,0
U0569,502084186209,02/29,366,0,0.06,0,0,0,0,1,0,1,0,1,0,0,0
U0570,4436172131451950,04/27,1092,0,0.12,0,1,0,0,0,1,0,0,0,1,0,0
U0571,4859262494514755,10/29,102,1,0.98,1,0,0,0,1,1,0,0,1,0,0,0
U0572,4526771196421526,05/28,557,1,0.07,0,1,0,0,0,0,0,1,1,0,0,0
U0573,6569523668788780,06/34,619,1,0.98,1,0,0,0,1,0,0,1,0,0,1,0
U0574,3589313503058729,03/27,552,0,0.98,1,0,1,0,0,0,0,1,0,0,0,1
U0575,4286333021260650192,07/26,920,1,0.7,1,0,0,1,0,1,0,0,1,0,0,0
U0576,4213109622728479,04/32,570,0,0.88,1,1,0,0,0,0,1,0,0,1,0,0
U0577,4200928206678498431,07/32,418,0,0.29,0,1,0,0,0,0,1,0,0,0,0,1
U0578,6011369036289174,06/33,6620,1,0.2,0,0,0,0,1,0,0,1,0,1,0,0
U0579,373411159503422,07/34,139,0,0.92,1,1,0,0,0,1,0,0,0,0,1,0
U0580,639043830343,09/26,909,1,0.8,1,0,0,1,0,1,0,0,0,1,0,0
U0581,30005140546832,08/30,521,1,0.28,0,1,0,0,0,0,1,0,0,1,0,0
U0582,378182096790423,11/27,711,1,0.85,1,1,0,0,0,0,0,1,0,0,1,0
U0583,3532288985725458,08/32,633,1,0.28,0,0,0,1,0,0,0,1,0,0,1,0
U0584,3529710248171753,03/28,214,1,0.99,1,0,0,0,1,1,0,0,0,0,1,0
U0585,3551127474721972,12/25,4669,1,0.2,0,1,0,0,0,0,1,0,1,0,0,0
U0586,4758955168740901,06/29,802,1,0.72,1,0,1,0,0,0,0,1,0,1,0,0
U0587,2266296136715777,05/34,112,1,0.12,0,0,0,1,0,0,0,1,1,0,0,0
U0588,3566365155973719,01/30,082,1,0.07,0,1,0,0,0,0,1,0,0,0,1,0
U0589,30235909605673,12/28,306,0,0.17,0,0,1,0,0,0,1,0,0,0,1,0
U0590,4212146147683420161,02/31,235,1,0.07,0,0,0,1,0,1,0,0,0,1,0,0
